Job Title,Salary,Company Name,Rating,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Lower Salary,Upper Salary,Avg Salary(K),Job Location
ENVIRONMENTAL ENGINEER/SCIENTIST,Employer,"Mcphail Associates
3.3",3.3,"Cambridge, MA",Jan-50,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,52,58,55,MA
Senior Scientist - Regulatory Submissions,$80K-$155K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,80,155,117.5,NC
Scientist - Biomarker and Flow Cytometry,$43K-$98K,"Crown Bioscience
2.4",2.4,"San Diego, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,43,98,70.5,CA
Revenue Analytics Manager,$45K-$78K,"HOVER
4.8",4.8,"San Francisco, CA",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,45,78,61.5,CA
"Associate Scientist, LC/MS Biologics",$44K-$96K,"Q2 Solutions
2.9",2.9,"Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,44,96,70,NY
Sr. Scientist Method Development,$50K-$110K,"Q2 Solutions
2.9",2.9,"Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,50,110,80,GA
IT - Data Engineer II,$61K-$119K,"Arbella Insurance
3.4",3.4,"Quincy, MA",1001 - 5000 ,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,61,119,90,MA
"Research Scientist, Immunology - Cancer Biology",Employer,Kronos Bio,-1,"San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,100,140,120,MA
"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,56,91,73.5,PA
Data Scientist,$68K-$114K,"Zimmerman Advertising
3.8",3.8,"Fort Lauderdale, FL",501 - 1000 ,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,68,114,91,FL
Data Scientist,Employer,"BPA Services
5.0",5,"Alexandria, VA",unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,150,160,155,DC
"Enterprise Architect, Data",$101K-$158K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,101,158,129.5,MA
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K,"Pfizer
4.0",4,"New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,125,210,167.5,NY
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K,"Associated Banc-Corp
3.8",3.8,"Green Bay, WI",1001 - 5000 ,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",43,77,60,WI
Lead Data Scientist,$139K-$221K,"Zest AI
3.9",3.9,"Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,139,221,180,CA
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K,"Fareportal
3.8",3.8,"New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86,65,NY
Senior Data Engineer,$78K-$147K,"Genesys
4.3",4.3,"Daly City, CA",5001 - 10000 ,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",78,147,112.5,NC
Senior Data Analyst,$65K-$110K,"Moda Operandi
1.9",1.9,"New York, NY",201 - 500 ,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",65,110,87.5,NY
Data Modeler - Data Solutions Engineer,$37K-$66K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",37,66,51.5,IN
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K,"QK
4.7",4.7,"Visalia, CA",51 - 200 ,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,38,64,51,CA
"Associate, Data Science, Internal Audit",$43K-$82K,"Santander
3.1",3.1,"Madrid, Spain",10000+ ,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,43,82,62.5,MA
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer,"Tivity Health
3.4",3.4,"Franklin, TN",501 - 1000 ,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,90,110,100,AZ
Data Engineer,$61K-$109K,"BRMi
4.4",4.4,"Washington, DC",51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,61,109,85,VA
Senior LiDAR Data Scientist,$93K-$151K,"Luminar Technologies
3.9",3.9,"Orlando, FL",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,93,151,122,FL
Salesforce Analytics Consultant,$52K-$81K,"Emtec, Inc.
3.9",3.9,"Jacksonville, FL",501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,52,81,66.5,IL
"Technology-Minded, Data Professional Opportunities",$40K-$101K,"Veterans United Home Loans
4.7",4.7,"Columbia, MO",1001 - 5000 ,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,40,101,70.5,MO
Senior Data Engineer,$97K-$180K,"Praetorian
4.7",4.7,"Austin, TX",51 - 200 ,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,97,180,138.5,TX
Managing Data Scientist/ML Engineer,$81K-$134K,"PA Consulting
3.4",3.4,"London, United Kingdom",1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134,107.5,MA
"Scientist, Pharmacometrics",$84K-$157K,"Agios Pharmaceuticals
3.8",3.8,"Cambridge, MA",501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,84,157,120.5,MA
Staff Scientist- Upstream PD,$49K-$113K,"Advanced BioScience Laboratories
2.7",2.7,"Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,MD
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,KY
Sr. Data Engineer,$75K-$140K,"Echo Global Logistics
3.4",3.4,"Chicago, IL",1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5,IL
Lead Big Data Engineer,$121K-$203K,"Glassdoor
4.0",4,"Mill Valley, CA",1001 - 5000 ,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203,162,CA
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K,"Esri
3.5",3.5,"Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85,68.5,CA
Sr Software Engineer (Data Scientist),$81K-$140K,"Assurant
3.4",3.4,"New York, NY",10000+ ,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140,110.5,OH
College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K,"Caterpillar
3.7",3.7,"Deerfield, IL",10000+ ,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",63,99,81,IL
Senior Data Scientist,$110K-$150K(Employer,"Equity Residential
4.3",4.3,"Chicago, IL",1001 - 5000 ,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",110,150,130,IL
Sr. Data Engineer (ETL Developer),$83K-$148K,"F&G
3.7",3.7,"Des Moines, IA",201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,83,148,115.5,IA
Senior Data Scientist Artificial Intelligence,$60K-$101K,"PNNL
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101,80.5,WA
Analytics - Business Assurance Data Analyst,$31K-$55K,"GreatAmerica Financial Services
4.6",4.6,"Cedar Rapids, IA",501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,31,55,43,IA
"Associate Director/Director, Safety Scientist",$102K-$178K,"Acceleron Pharma
4.4",4.4,"Cambridge, MA",201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,102,178,140,MA
"Senior Scientist, Cell Pharmacology/Assay Development",Employer,Kronos Bio,-1,"San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,110,130,120,MA
Data Analyst Senior,$48K-$85K,"AmeriHealth Caritas
3.0",3,"Philadelphia, PA",5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85,66.5,PA
Lead Data Engineer (Python),$66K-$123K,"Strategic Employment Partners
4.7",4.7,"Los Angeles, CA",51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,66,123,94.5,CA
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K,"PNNL
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146,119,WA
Medical Lab Scientist - MLT,$21-$29,"Catholic Health Initiatives
3.2",3.2,"Englewood, CO",10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",43,60,51.5,NE
"Senior Operations Data Analyst, Call Center Operations",$10-$17,"FLEETCOR
2.7",2.7,"Peachtree Corners, GA",5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,20,35,27.5,TN
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239,194.5,IL
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K,"Southwest Research Institute
3.9",3.9,"San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91,71.5,TX
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer,"Applied Research Laboratories
3.7",3.7,"Austin, TX",501 - 1000 ,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,82,129,105.5,TX
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,47,101,74,NC
Systems Engineer II - Data Analyst,$49K-$76K,"Raytheon
3.7",3.7,"Waltham, MA",10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,49,76,62.5,AL
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K,"RTI International
4.3",4.3,"Research Triangle Park, NC",1001 - 5000 ,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88,65.5,NC
Director Data Science,$124K-$199K,"TRANZACT
3.6",3.6,"Fort Lee, NJ",1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124,199,161.5,NJ
Sr Data Analyst - IT,$52K-$93K,"United BioSource
2.1",2.1,"Blue Bell, PA",1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93,72.5,PA
Senior Data Engineer,$97K-$181K,"Figure Eight
3.9",3.9,"San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97,181,139,CA
Senior Data Engineer,$100K-$173K,"Tapjoy
3.9",3.9,"San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173,136.5,CA
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K,"Fareportal
3.8",3.8,"New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96,74.5,NY
Senior Scientist - Biostatistician,$65K-$96K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,96,80.5,NC
Data Scientist,$56K-$95K,"Sartorius
3.5",3.5,"Gottingen, Germany",5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,56,95,75.5,NM
Data Scientist,$111K-$176K,"1904labs
4.7",4.7,"Saint Louis, MO",51 - 200 ,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",111,176,143.5,MO
Data Scientist,$75K-$127K,"Royce Geospatial
5.0",5,"Arlington, VA",51 - 200 ,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,75,127,101,VA
Data Engineer,$65K-$119K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,65,119,92,MA
Computational Chemist/Data Scientist,$56K-$97K,"PNNL
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56,97,76.5,WA
Principal Data Scientist (Computational Chemistry),$108K-$173K,"Recursion Pharmaceuticals
4.7",4.7,"Salt Lake City, UT",51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173,140.5,UT
Data Scientist,$94K-$139K,"Citi
3.6",3.6,"New York, NY",10000+ ,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,94,139,116.5,NJ
Principal Machine Learning Scientist,$176K-$289K,"Sage Intacct
4.7",4.7,"San Jose, CA",501 - 1000 ,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,176,289,232.5,CA
Data Scientist,$92K-$149K,"Scale AI
3.5",3.5,"San Francisco, CA",51 - 200 ,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,92,149,120.5,CA
Product Engineer – Data Science,$63K-$101K,"Esri
3.5",3.5,"Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,63,101,82,VA
"Principal Scientist, Chemistry & Immunology",$54K-$115K,"Rochester Regional Health
3.3",3.3,"Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,NY
Data Scientist,$118K-$188K,"Change Healthcare
2.7",2.7,"Nashville, TN",10000+ ,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,118,188,153,CA
Data Scientist,$108K-$146K,"MZ
3.4",3.4,"Palo Alto, CA",501 - 1000 ,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,108,146,127,CA
Data Scientist,$65K-$106K,"HG Insights
4.7",4.7,"Santa Barbara, CA",51 - 200 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,65,106,85.5,CA
Data Scientist,$55K-$98K,"1-800-FLOWERS.COM, Inc.
2.8",2.8,"Carle Place, NY",1001 - 5000 ,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,55,98,76.5,NY
Data Scientist,$94K-$162K,"CBS Interactive
3.5",3.5,"San Francisco, CA",1001 - 5000 ,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",94,162,128,NY
Data Engineer,$63K-$120K,"Numeric, LLC
3.2",3.2,"Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,63,120,91.5,PA
"Scientist/Senior Scientist, Autoimmune",$90K-$179K,"Rubius Therapeutics
4.4",4.4,"Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,90,179,134.5,MA
Data Scientist,$127K-$202K,"Samba TV
3.3",3.3,"San Francisco, CA",201 - 500 ,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,127,202,164.5,CA
Software Engineer - Data Visualization,$60K-$127K,"ClearEdge
4.0",4,"Annapolis Junction, MD",51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,60,127,93.5,MD
Market Data Analyst,$31K-$57K,"SV Microwave
3.4",3.4,"West Palm Beach, FL",201 - 500 ,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,31,57,44,FL
Staff Data Engineer,$105K-$194K,"Sumo Logic
3.8",3.8,"Redwood City, CA",501 - 1000 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",105,194,149.5,TX
Associate Data Engineer,$45K-$86K,"EAB
3.5",3.5,"Washington, DC",1001 - 5000 ,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,45,86,65.5,DC
Data Engineer,$75K-$143K,"SpringML
4.4",4.4,"Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,75,143,109,VA
Staff Data Engineer,$126K-$228K,"Samsung Research America
3.7",3.7,"Mountain View, CA",1001 - 5000 ,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",126,228,177,CA
Data Scientist,$80K-$134K,"Systems & Technology Research
4.7",4.7,"Woburn, MA",201 - 500 ,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,80,134,107,VA
Data Scientist,$120K-$189K,"Netskope
4.1",4.1,"Santa Clara, CA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",120,189,154.5,CA
Data Scientist,$85K-$142K,"Lorven Technologies Inc
4.0",4,"Plainsboro, NJ",Jan-50,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,85,142,113.5,CA
Senior Data Scientist,$95K-$154K,"Brighthouse Financial
3.5",3.5,"Charlotte, NC",1001 - 5000 ,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,95,154,124.5,NC
Data Scientist,$111K-$176K,"CareDx
2.5",2.5,"Brisbane, CA",Jan-50,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,111,176,143.5,CA
Data Scientist,$87K-$140K,"Serigor Inc.
3.9",3.9,"Baltimore, MD",Jan-50,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,87,140,113.5,CA
Data Scientist,$76K-$127K,"Leidos
3.4",3.4,"Reston, VA",10000+ ,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,76,127,101.5,VA
"Data Analyst, Performance Partnership",$54K-$92K,"Beckman Coulter Diagnostics
3.6",3.6,"Brea, CA",10000+ ,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",54,92,73,NY
Data Scientist,$61K-$100K,"IHS Markit
3.5",3.5,"London, United Kingdom",10000+ ,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",61,100,80.5,NY
Data Scientist,$81K-$140K,ALIN,-1,"Noida, India",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,81,140,110.5,NY
Staff BI and Data Engineer,$80K-$148K,"Affinity Solutions
2.9",2.9,"New York, NY",51 - 200 ,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",80,148,114,CA
Data Scientist,$108K-$171K,"e-IT Professionals Corp.
3.5",3.5,"Canton, MI",51 - 200 ,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,108,171,139.5,CA
Data Scientist,$112K-$179K,"TechProjects
4.8",4.8,"North Brunswick, NJ",Jan-50,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,112,179,145.5,NY
Data Scientist,$63K-$111K,"Biz2Credit Inc
4.0",4,"New York, NY",201 - 500 ,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck",63,111,87,NY
Data Scientist,$75K-$126K,"PeoplesBank
4.2",4.2,"Holyoke, MA",201 - 500 ,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,75,126,100.5,MA
Data Scientist Manager,$110K-$184K,"Capgemini
3.8",3.8,"Paris, France",10000+ ,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",110,184,147,NY
Data Engineer,$76K-$145K,"GNY Insurance Companies
3.7",3.7,"New York, NY",201 - 500 ,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",76,145,110.5,NY
Marketing Data Analyst,$36K-$62K,"Citadel Federal Credit Union
3.9",3.9,"Exton, PA",501 - 1000 ,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",36,62,49,PA
Data Scientist,$70K-$118K,"Conch Technologies, Inc
4.6",4.6,"Memphis, TN",51 - 200 ,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,70,118,94,MA
Senior Data Scientist,$94K-$153K,"Medidata Solutions
4.3",4.3,"New York, NY",1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,94,153,123.5,NY
"Principal Scientist, Hematology",$54K-$115K,"Rochester Regional Health
3.3",3.3,"Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,NY
Data Analyst,$50K-$92K,"CALIBRE Systems
3.7",3.7,"Alexandria, VA",501 - 1000 ,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",50,92,71,VA
Software Data Engineer - College,$49K-$97K,"HP Inc.
4.0",4,"Palo Alto, CA",10000+ ,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,49,97,73,OR
"Director - Data, Privacy and AI Governance",$67K-$135K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,67,135,101,MA
Staff Machine Learning Engineer,$138K-$224K,"Tapjoy
3.9",3.9,"San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224,181,CA
Data Scientist,$80K-$139K,"Northrop Grumman
3.7",3.7,"Falls Church, VA",10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,80,139,109.5,CA
Lead Data Scientist,$158K-$211K,"Visa Inc.
3.7",3.7,"Foster City, CA",10000+ ,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",158,211,184.5,WA
Senior Data Scientist - Algorithms,$150K-$180K,"Quartet Health
3.9",3.9,"New York, NY",201 - 500 ,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,150,180,165,NY
Information Security Data Analyst,$42K-$80K,"Motorola Solutions
3.7",3.7,"Chicago, IL",10000+ ,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",42,80,61,IL
Lead Data Engineer,$190K-$220K(Employer,"Credit Sesame
4.1",4.1,"Mountain View, CA",51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220,205,CA
Data Analyst,$42K-$77K,"Success Academy Charter Schools
3.1",3.1,"New York, NY",1001 - 5000 ,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),-1,42,77,59.5,NY
Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,KY
Consultant - Analytics Consulting,$54K-$71K,"Infosys
3.0",3,"Bengaluru, India",10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71,62.5,CT
Data Analytics Project Manager,$34K-$92K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,34,92,63,MA
Data Analyst,$47K-$85K,"AXION Healthcare Solutions
3.6",3.6,"New York, NY",Jan-50,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",47,85,66,NY
Data Engineer,$65K-$124K,"Alignment Healthcare
3.5",3.5,"Orange, CA",501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,65,124,94.5,CA
Data Scientist,$56K-$95K,"ExecOnline
4.2",4.2,"New York, NY",51 - 200 ,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",56,95,75.5,NY
