Year,Hobbyist,Income,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator
2020,Yes,31128,Netherlands,Bachelor's degree,Employed full-time,4,100 to 499 employees,,3,1,0
2020,Yes,47400,United States,Master's degree,Employed full-time,6,"10,000 or more employees",Business,3,0,0
2020,Yes,45241,United Kingdom,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Mathematics or statistics,2,1,1
2020,Yes,10884,Afghanistan,Master's degree,"Independent contractor, freelancer, or self-employed",5,100 to 499 employees,Computer science,3,0,1
2020,Yes,40301,France,Master's degree,Employed full-time,6,100 to 499 employees,Computer science,6,0,1
2020,Yes,110593,Norway,Doctoral degree,Employed full-time,8,2 to 9 employees,Computer science,21,0,1
2020,No,64859,France,Master's degree,Employed full-time,6,20 to 99 employees,Mathematics or statistics,2,1,0
2020,Yes,18564,Bulgaria,Master's degree,Employed full-time,6,10 to 19 employees,Computer science,4,1,0
2020,No,81074,France,Associate degree,Employed full-time,8,20 to 99 employees,Computer science,25,0,0
2020,Yes,12360,Ghana,Bachelor's degree,Employed full-time,6,10 to 19 employees,Mathematics or statistics,8,0,1
2020,Yes,56616,Denmark,Associate degree,Employed full-time,6,"1,000 to 4,999 employees",Information systems,1,0,0
2020,Yes,150000,United States,,Employed full-time,8,"10,000 or more employees",Social science,1,0,0
2020,No,73678,United Kingdom,Master's degree,Employed full-time,4,"1,000 to 4,999 employees",,5,0,0
2020,No,43239,France,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,3,0,0
2020,Yes,46698,Germany,some college,Employed full-time,8,100 to 499 employees,Computer science,5,0,1
2020,No,9624,Brazil,Master's degree,Employed full-time,5,100 to 499 employees,Computer science,3,1,0
2020,No,40032,South Africa,some college,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,15,0,0
2020,Yes,5532,India,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,4,0,1
2020,Yes,30240,Brazil,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,20,1,1
2020,No,51888,Germany,Master's degree,Employed full-time,6,100 to 499 employees,Social science,1,0,0
2020,No,88000,United States,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,20,0,1
2020,Yes,41256,Uganda,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,4,1,0
2020,Yes,38484,Brazil,Doctoral degree,Employed full-time,8,"1,000 to 4,999 employees",Health science,2,1,0
2020,No,38400,Argentina,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,10 to 19 employees,Computer science,18,0,0
2020,Yes,58368,Germany,Doctoral degree,Employed full-time,6,100 to 499 employees,Humanities,5,0,0
2020,Yes,270250,Spain,Doctoral degree,Employed full-time,8,20 to 99 employees,Computer science,5,1,0
2020,Yes,28308,Russian Federation,Master's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer science,10,0,0
2020,Yes,54049,Germany,Doctoral degree,Employed full-time,6,2 to 9 employees,Computer science,9,1,0
2020,Yes,27492,Brazil,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,2 to 9 employees,Computer science,20,1,1
2020,Yes,17040,Brazil,Doctoral degree,Employed full-time,5,100 to 499 employees,Computer science,2,1,0
2020,Yes,276000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,11,0,1
2020,Yes,26424,South Africa,Master's degree,Employed full-time,8,100 to 499 employees,Another engineering discipline,2,0,0
2020,No,36000,Brazil,Master's degree,"Independent contractor, freelancer, or self-employed",2,"Just me - I am a freelancer, sole proprietor, etc.",Mathematics or statistics,24,1,0
2020,Yes,121979,Switzerland,Master's degree,Employed full-time,6,2 to 9 employees,Mathematics or statistics,8,1,0
2020,Yes,5340,Kenya,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,4,1,1
2020,Yes,22826,Brazil,Bachelor's degree,Employed part-time,4,2 to 9 employees,Computer science,8,1,0
2020,Yes,11676,Spain,Bachelor's degree,Employed full-time,6,100 to 499 employees,Another engineering discipline,1,1,0
2020,Yes,128400,United States,Professional degree,Employed full-time,8,"10,000 or more employees",Natural science,30,1,0
2020,Yes,27144,Romania,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,13,1,0
2020,Yes,9624,Brazil,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,8,1,0
2020,Yes,58167,United Kingdom,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,1,1,0
2020,No,13740,Brazil,Associate degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,10,0,0
2020,Yes,100000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,4,0,0
2020,No,37834,Italy,Bachelor's degree,Employed full-time,5,"1,000 to 4,999 employees",Mathematics or statistics,,0,0
2020,Yes,12972,Poland,Doctoral degree,Employed full-time,5,"5,000 to 9,999 employees",Computer science,22,1,1
2020,Yes,19656,France,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,2,1,0
2020,Yes,47826,United Kingdom,Bachelor's degree,Employed full-time,8,,Computer science,2,0,1
2020,Yes,45396,Belgium,Bachelor's degree,Employed full-time,5,20 to 99 employees,Computer science,5,0,1
2020,Yes,1776,Philippines,some college,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,1,0,1
2020,No,6228,Pakistan,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,3,0,1
2020,No,109956,Brazil,Master's degree,Employed full-time,8,"10,000 or more employees",Computer science,30,0,1
2020,Yes,12000,Pakistan,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,5,0,1
2020,Yes,30240,Brazil,Master's degree,Employed full-time,6,20 to 99 employees,Another engineering discipline,8,0,0
2020,Yes,81000,United States,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Computer science,1,0,0
2020,Yes,54048,Czech Republic,Doctoral degree,Employed full-time,4,100 to 499 employees,Natural science,8,1,0
2020,Yes,28356,South Africa,some college,Employed full-time,8,20 to 99 employees,Computer science,2,1,0
2020,Yes,24648,Austria,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,8,0,1
2020,Yes,12612,Nepal,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,5,0,1
2020,Yes,17520,Argentina,some college,Employed full-time,6,2 to 9 employees,Social science,30,0,0
2020,No,7860,Dominican Republic,Master's degree,Employed full-time,4,20 to 99 employees,Computer science,3,0,1
2020,Yes,10423,Brazil,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,15,0,1
2020,Yes,64860,France,Master's degree,Employed full-time,2,20 to 99 employees,Computer science,16,0,0
2020,Yes,35212,South Korea,Professional degree,Employed full-time,6,2 to 9 employees,Business,1,0,0
2020,Yes,37834,Austria,Secondary school,Employed part-time,4,20 to 99 employees,,1,1,0
2020,Yes,4908,Sweden,I never completed any formal education,Employed part-time,8,2 to 9 employees,,1,0,1
2020,No,23724,Kenya,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,6,0,0
2020,Yes,4344,Bolivia,Master's degree,"Independent contractor, freelancer, or self-employed",5,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,7,0,1
2020,Yes,31627,Argentina,Secondary school,Employed part-time,6,20 to 99 employees,,20,0,1
2020,Yes,26520,Bulgaria,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,7,0,0
2020,Yes,40500,Sweden,I never completed any formal education,Employed full-time,4,20 to 99 employees,,2,0,1
2020,Yes,23364,Brazil,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,27,0,1
2020,Yes,9888,Colombia,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Business,4,0,0
2020,Yes,31788,Colombia,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,11,1,0
2020,Yes,13620,Argentina,Master's degree,Employed full-time,4,20 to 99 employees,Computer science,7,0,1
2020,Yes,8244,Brazil,some college,Employed full-time,8,10 to 19 employees,Information systems,2,0,1
2020,Yes,9624,Brazil,Bachelor's degree,Employed full-time,4,"1,000 to 4,999 employees",Information systems,1,0,1
2020,Yes,43239,Belgium,Bachelor's degree,Employed full-time,6,10 to 19 employees,Web development or web design,5,0,1
2020,Yes,20784,Czech Republic,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,10 to 19 employees,Computer science,3,0,0
2020,Yes,10644,Peru,Associate degree,Employed full-time,8,10 to 19 employees,Computer science,3,0,1
2020,Yes,32000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,15,0,1
2020,Yes,70264,Germany,Doctoral degree,Employed full-time,8,"5,000 to 9,999 employees",Natural science,1,1,0
2020,No,115000,United States,Doctoral degree,Employed full-time,8,20 to 99 employees,Social science,8,1,0
2020,Yes,6360,Colombia,Professional degree,"Independent contractor, freelancer, or self-employed",5,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,1,0,0
2020,Yes,195000,United States,Master's degree,Employed full-time,8,"10,000 or more employees",Computer science,7,1,0
2020,No,15180,Colombia,Professional degree,Employed full-time,2,100 to 499 employees,Computer science,21,0,1
2020,Yes,3888,Argentina,some college,Employed full-time,6,2 to 9 employees,Computer science,1,0,0
2020,Yes,46716,Argentina,some college,Employed full-time,6,2 to 9 employees,Information systems,4,0,1
2020,Yes,24000,Portugal,Master's degree,Employed full-time,6,10 to 19 employees,Another engineering discipline,22,0,1
2020,Yes,48648,France,Bachelor's degree,Employed full-time,8,2 to 9 employees,Mathematics or statistics,1,1,0
2020,Yes,80000,United States,Master's degree,Employed full-time,6,500 to 999 employees,Mathematics or statistics,10,0,0
2020,No,71093,United Kingdom,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,29,0,1
2020,No,80000,United States,some college,Employed full-time,8,2 to 9 employees,Business,30,0,0
2020,Yes,149000,United States,Bachelor's degree,Employed full-time,4,20 to 99 employees,Information systems,15,0,0
2020,Yes,83194,Canada,Master's degree,Employed full-time,6,20 to 99 employees,Information systems,5,0,1
2020,Yes,111000,United States,some college,Employed full-time,8,20 to 99 employees,Business,23,0,1
2020,Yes,1644,Nigeria,some college,Employed part-time,5,10 to 19 employees,Computer science,3,0,1
2020,Yes,70000,United States,Master's degree,Employed full-time,2,20 to 99 employees,Computer science,2,0,1
2020,Yes,9696,Mexico,some college,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Mathematics or statistics,5,0,1
2020,Yes,6000,Uganda,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,2,1,1
2020,No,16860,Spain,Professional degree,Employed full-time,6,2 to 9 employees,Computer science,4,0,1
2020,Yes,57624,Costa Rica,Master's degree,Employed full-time,5,"10,000 or more employees",Computer science,25,0,1
2020,Yes,80000,United States,Master's degree,Employed full-time,6,"10,000 or more employees",Business,1,0,0
2020,Yes,125000,United States,some college,"Independent contractor, freelancer, or self-employed",6,20 to 99 employees,Computer science,20,0,1
2020,Yes,1250,Argentina,some college,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Natural science,3,0,1
2020,Yes,40716,Mexico,Bachelor's degree,Employed full-time,4,100 to 499 employees,Business,1,0,1
2020,No,42000,Honduras,Bachelor's degree,Employed full-time,8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,30,0,1
2020,No,25860,Mexico,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,6,1,1
2020,Yes,35556,Mexico,Master's degree,"Independent contractor, freelancer, or self-employed",8,10 to 19 employees,Computer science,12,1,1
2020,No,103000,United States,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,6,0,1
2020,Yes,85000,United States,some college,Employed full-time,8,20 to 99 employees,Information systems,2,0,0
2020,Yes,55000,United States,Bachelor's degree,Employed full-time,4,20 to 99 employees,Social science,2,0,0
2020,No,56723,Canada,Bachelor's degree,Employed full-time,8,20 to 99 employees,Natural science,2,1,0
2020,No,64859,Italy,Master's degree,"Independent contractor, freelancer, or self-employed",4,100 to 499 employees,Computer science,20,1,0
2020,No,10992,Mexico,Bachelor's degree,Employed full-time,4,10 to 19 employees,Computer science,8,0,1
2020,Yes,24012,South Africa,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,3,0,0
2020,Yes,450,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,12,0,0
2020,Yes,116352,Mexico,Professional degree,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,19,1,0
2020,Yes,58373,Germany,Doctoral degree,Employed full-time,4,20 to 99 employees,Natural science,9,1,0
2020,Yes,109500,United States,Bachelor's degree,Employed full-time,4,"1,000 to 4,999 employees",Business,5,0,0
2020,Yes,16164,Mexico,Professional degree,Employed full-time,8,2 to 9 employees,Computer science,6,0,1
2020,Yes,90758,Canada,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,10,0,0
2020,Yes,77832,Netherlands,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"10,000 or more employees",Computer science,7,0,0
2020,Yes,19464,Argentina,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,16,0,1
2020,No,75669,France,Professional degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Health science,30,0,1
2020,Yes,11004,Jordan,Bachelor's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer science,3,0,1
2020,Yes,37834,Spain,Master's degree,Employed full-time,8,100 to 499 employees,Another engineering discipline,14,0,0
2020,Yes,60744,Poland,Master's degree,Employed full-time,6,"5,000 to 9,999 employees",Information systems,8,0,0
2020,No,43239,Italy,Master's degree,Employed full-time,6,100 to 499 employees,Natural science,7,0,0
2020,Yes,20688,Mexico,Bachelor's degree,Employed full-time,8,500 to 999 employees,Computer science,1,0,0
2020,Yes,76000,United States,Bachelor's degree,Employed full-time,6,20 to 99 employees,Another engineering discipline,6,0,0
2020,Yes,91883,Luxembourg,Master's degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,2,1,0
2020,No,35900,Canada,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Business,6,0,0
2020,Yes,30480,Netherlands,some college,Employed full-time,6,"10,000 or more employees",Information systems,3,0,0
2020,No,66041,United States,Bachelor's degree,Employed full-time,4,"1,000 to 4,999 employees",Mathematics or statistics,7,0,1
2020,Yes,2950,Peru,some college,Employed full-time,6,2 to 9 employees,Information systems,1,0,1
2020,Yes,14400,El Salvador,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,12,0,0
2020,Yes,73507,Spain,Master's degree,"Independent contractor, freelancer, or self-employed",8,2 to 9 employees,Computer science,29,0,1
2020,Yes,13248,Mexico,some college,Employed full-time,6,20 to 99 employees,Natural science,4,1,1
2020,Yes,77831,Netherlands,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Another engineering discipline,6,1,1
2020,Yes,75669,Germany,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Another engineering discipline,7,1,0
2020,Yes,63816,Sweden,Professional degree,Employed full-time,6,500 to 999 employees,Computer science,11,0,1
2020,Yes,15672,Iran,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,6,0,1
2020,Yes,175000,United States,some college,Employed full-time,6,100 to 499 employees,Computer science,2,0,0
2020,Yes,16164,Mexico,some college,"Independent contractor, freelancer, or self-employed",4,2 to 9 employees,Web development or web design,4,0,1
2020,Yes,237000,United States,some college,Employed full-time,4,20 to 99 employees,Information systems,20,0,0
2020,Yes,25944,Italy,Secondary school,Employed full-time,4,20 to 99 employees,,10,0,1
2020,Yes,6588,Nigeria,,Employed full-time,5,2 to 9 employees,Computer science,3,0,1
2020,Yes,15564,Germany,Master's degree,Employed part-time,8,100 to 499 employees,Computer science,3,0,1
2020,Yes,83500,United States,Bachelor's degree,Employed full-time,8,10 to 19 employees,Humanities,1,1,1
2020,Yes,70000,United States,Associate degree,Employed full-time,6,500 to 999 employees,Computer science,5,0,0
2020,Yes,12972,Lithuania,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,1,0,1
2020,No,2500,"Venezuela, Bolivarian Republic of...",some college,Employed full-time,6,2 to 9 employees,Web development or web design,1,0,1
2020,Yes,6468,Mexico,Associate degree,Employed full-time,6,20 to 99 employees,Computer science,1,0,1
2020,Yes,56723,Canada,some college,Employed full-time,4,"10,000 or more employees",Information systems,12,0,1
2020,Yes,65000,United States,Secondary school,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",,4,0,1
2020,Yes,170000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Natural science,10,1,0
2020,Yes,21620,Netherlands,some college,Employed part-time,4,10 to 19 employees,Business,2,0,1
2020,No,5664,Russian Federation,Master's degree,Employed full-time,6,2 to 9 employees,Information systems,30,0,1
2020,Yes,175000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,2 to 9 employees,Computer science,10,0,1
2020,Yes,51888,Germany,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,3,0,1
2020,No,8832,Colombia,Bachelor's degree,Employed full-time,6,20 to 99 employees,Web development or web design,3,0,1
2020,No,30000,United States,Master's degree,Employed part-time,6,500 to 999 employees,Natural science,30,0,1
2020,Yes,68508,Ukraine,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,9,0,1
2020,Yes,28750,Canada,Bachelor's degree,Employed full-time,4,,Computer science,1,0,1
2020,Yes,14160,Russian Federation,Professional degree,Employed full-time,6,100 to 499 employees,Another engineering discipline,10,0,1
2020,Yes,19500,United States,Associate degree,Employed full-time,4,2 to 9 employees,,5,0,1
2020,Yes,37315,Mexico,some college,Employed full-time,6,"1,000 to 4,999 employees",Computer science,21,0,1
2020,Yes,5498,Brazil,Bachelor's degree,Employed full-time,2,"1,000 to 4,999 employees",Computer science,3,1,0
2020,Yes,7224,Armenia,Master's degree,Employed full-time,5,10 to 19 employees,Computer science,1,1,0
2020,No,43980,Brazil,Doctoral degree,Employed full-time,4,"5,000 to 9,999 employees",Another engineering discipline,30,1,0
2020,Yes,9372,Mexico,Bachelor's degree,Employed part-time,5,20 to 99 employees,Computer science,1,0,0
2020,Yes,13572,Mexico,Professional degree,Employed full-time,5,100 to 499 employees,Mathematics or statistics,4,0,0
2020,Yes,87958,Sweden,Master's degree,Employed full-time,8,"5,000 to 9,999 employees",Natural science,2,1,0
2020,Yes,67000,United States,some college,Employed full-time,8,100 to 499 employees,I never declared a major,5,0,1
2020,Yes,9600,Ecuador,Associate degree,Employed full-time,5,20 to 99 employees,Computer science,10,0,0
2020,Yes,55596,Czech Republic,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,15,1,0
2020,Yes,35672,Greece,Doctoral degree,Employed full-time,4,"10,000 or more employees",Another engineering discipline,6,0,0
2020,Yes,75000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Social science,2,1,0
2020,Yes,41232,Brazil,Master's degree,Employed part-time,8,"10,000 or more employees",Humanities,2,0,1
2020,Yes,39000,Ukraine,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,5,1,0
2020,Yes,68068,Canada,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,25,0,1
2020,Yes,168037,United Kingdom,Master's degree,Employed full-time,8,100 to 499 employees,Business,7,1,0
2020,Yes,100000,United States,Master's degree,Employed full-time,8,"10,000 or more employees",Social science,30,0,1
2020,Yes,75669,Germany,Bachelor's degree,Employed full-time,6,"1,000 to 4,999 employees",Another engineering discipline,3,1,0
2020,Yes,63528,Canada,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4,10 to 19 employees,Computer science,20,1,0
2020,Yes,143000,United States,Bachelor's degree,Employed full-time,5,"5,000 to 9,999 employees",Computer science,9,1,0
2020,Yes,151337,France,Doctoral degree,Employed full-time,8,100 to 499 employees,Computer science,30,1,0
2020,No,85000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Mathematics or statistics,4,0,0
2020,Yes,110000,United States,some college,Employed full-time,6,"1,000 to 4,999 employees",Computer science,13,0,1
2020,Yes,9600,Cuba,Bachelor's degree,Employed full-time,4,2 to 9 employees,Computer science,5,0,1
2020,No,10344,Mexico,some college,Employed full-time,2,"1,000 to 4,999 employees",Web development or web design,6,0,1
2020,Yes,129718,Ireland,some college,Employed full-time,8,2 to 9 employees,,20,0,1
2020,Yes,128000,United States,some college,Employed full-time,4,20 to 99 employees,Business,8,0,1
2020,Yes,7200,United States,Associate degree,"Independent contractor, freelancer, or self-employed",4,2 to 9 employees,Computer science,15,0,1
2020,Yes,59459,United Kingdom,Secondary school,Employed full-time,8,"10,000 or more employees",,20,0,0
2020,Yes,45564,Poland,Master's degree,"Independent contractor, freelancer, or self-employed",6,20 to 99 employees,Information systems,6,0,0
2020,Yes,43079,Australia,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,5,0,1
2020,Yes,42372,Colombia,some college,Employed full-time,6,2 to 9 employees,Computer science,8,0,1
2020,Yes,36324,Germany,Secondary school,Employed full-time,4,2 to 9 employees,,4,0,1
2020,No,24744,Brazil,Master's degree,Employed full-time,5,100 to 499 employees,Computer science,17,0,1
2020,Yes,295000,United States,Bachelor's degree,Employed full-time,2,10 to 19 employees,Computer science,16,0,1
2020,Yes,152473,Switzerland,Doctoral degree,Employed full-time,6,"10,000 or more employees",Computer science,15,1,0
2020,Yes,28584,Czech Republic,Master's degree,Employed full-time,8,20 to 99 employees,Social science,2,1,0
2020,Yes,61616,Germany,Master's degree,Employed full-time,2,"10,000 or more employees",Computer science,6,1,0
2020,Yes,36372,Czech Republic,Bachelor's degree,Employed part-time,8,20 to 99 employees,Computer science,9,1,0
2020,Yes,45362,New Zealand,Doctoral degree,Employed full-time,8,"1,000 to 4,999 employees",Natural science,4,1,0
2020,Yes,70000,United States,Master's degree,Employed full-time,8,10 to 19 employees,,3,1,1
2020,No,66888,Sweden,some college,Employed full-time,8,10 to 19 employees,Another engineering discipline,24,0,1
2020,Yes,50000,United States,Bachelor's degree,Employed full-time,4,2 to 9 employees,Information systems,3,0,1
2020,No,4800,"Venezuela, Bolivarian Republic of...",some college,Employed part-time,4,20 to 99 employees,Information systems,5,0,1
2020,Yes,47279,New Zealand,Bachelor's degree,Employed full-time,4,"1,000 to 4,999 employees",Computer science,2,0,0
2020,Yes,35736,Brazil,some college,Employed full-time,8,"5,000 to 9,999 employees",Computer science,12,1,1
2020,No,47292,Uruguay,Master's degree,Employed full-time,6,100 to 499 employees,Information systems,27,1,0
2020,Yes,23364,Brazil,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,15,0,1
2020,Yes,38778,United Kingdom,Master's degree,Employed full-time,4,2 to 9 employees,Natural science,8,1,0
2020,No,2304,Nigeria,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,100 to 499 employees,Mathematics or statistics,5,1,1
2020,Yes,19200,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Information systems,10,0,1
2020,Yes,3504,Pakistan,Master's degree,Employed full-time,8,"10,000 or more employees",Information systems,1,1,0
2020,Yes,32712,Brazil,Master's degree,Employed full-time,4,"5,000 to 9,999 employees",Another engineering discipline,6,0,0
2020,No,160000,United States,Master's degree,Employed full-time,5,"10,000 or more employees",Computer science,7,1,0
2020,Yes,54672,Poland,Master's degree,Employed full-time,5,500 to 999 employees,Computer science,5,1,0
2020,Yes,103000,United States,Bachelor's degree,Employed full-time,2,"10,000 or more employees",Social science,28,1,1
2020,Yes,12300,Thailand,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,2,0,0
2020,No,19392,Mexico,Master's degree,Employed full-time,8,"10,000 or more employees",Information systems,5,0,0
2020,Yes,31525,Uruguay,Bachelor's degree,Employed full-time,8,20 to 99 employees,Natural science,8,1,0
2020,Yes,55000,United States,some college,Employed full-time,8,20 to 99 employees,Natural science,5,0,1
2020,Yes,180000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,2 to 9 employees,Computer science,24,0,0
2020,No,18960,Philippines,some college,Employed full-time,8,20 to 99 employees,Information systems,6,0,1
2020,Yes,47567,United Kingdom,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,30,0,1
2020,Yes,180000,United States,Master's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,30,0,1
2020,Yes,71850,Canada,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,8,1,1
2020,No,5928,Philippines,Bachelor's degree,Employed full-time,6,100 to 499 employees,Information systems,7,0,1
2020,Yes,202000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,12,1,0
2020,Yes,51887,Spain,Bachelor's degree,Employed full-time,4,"10,000 or more employees",Computer science,2,0,0
2020,Yes,102224,New Zealand,Bachelor's degree,Employed full-time,4,"5,000 to 9,999 employees",Computer science,20,1,1
2020,No,70000,United States,Bachelor's degree,Employed full-time,5,"10,000 or more employees",Business,30,0,0
2020,Yes,164000,United States,Master's degree,Employed full-time,8,"10,000 or more employees",Computer science,24,1,1
2020,Yes,39600,United States,some college,"Independent contractor, freelancer, or self-employed",2,2 to 9 employees,Fine arts or performing arts,30,0,1
2020,Yes,29196,Argentina,Master's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,12,0,1
2020,No,64859,Germany,Master's degree,"Independent contractor, freelancer, or self-employed",6,2 to 9 employees,Computer science,15,0,1
2020,Yes,165000,United States,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,25,1,0
2020,Yes,79413,Canada,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Information systems,26,0,1
2020,Yes,190000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,15,0,1
2020,Yes,80172,Australia,Bachelor's degree,Employed full-time,6,100 to 499 employees,Another engineering discipline,5,0,1
2020,Yes,150000,United States,Associate degree,Employed full-time,2,"10,000 or more employees",Information systems,25,0,1
2020,Yes,117000,United States,Bachelor's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,16,0,1
2020,No,7116,Mexico,Master's degree,Employed part-time,2,"5,000 to 9,999 employees",Computer science,14,0,1
2020,Yes,180000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Mathematics or statistics,5,1,0
2020,Yes,17304,Guatemala,Bachelor's degree,Employed full-time,6,"1,000 to 4,999 employees",Mathematics or statistics,2,0,0
2020,Yes,130350,United States,Bachelor's degree,Employed full-time,4,100 to 499 employees,Fine arts or performing arts,6,0,1
2020,Yes,31776,Latvia,Bachelor's degree,Employed full-time,4,"5,000 to 9,999 employees",Business,5,0,1
2020,Yes,19116,Kazakhstan,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,5,1,1
2020,Yes,10728,India,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,3,0,0
2020,No,180000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Another engineering discipline,20,0,1
2020,No,17100,Iran,Master's degree,Employed full-time,4,"1,000 to 4,999 employees",,2,1,0
2020,No,66810,Australia,Bachelor's degree,Employed full-time,6,2 to 9 employees,Computer science,23,0,1
2020,Yes,34254,United Kingdom,Bachelor's degree,Employed full-time,6,100 to 499 employees,Web development or web design,7,0,0
2020,Yes,64859,Germany,,Employed full-time,6,20 to 99 employees,Computer science,15,0,1
